Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds,HORA,COLUNA,PROBABILIDADE,OUTCOME
1720173,Euro,2025-05-15,1900-01-01 04:32:00,Sérvia,Itália,0,1,1,2.7,2.62,2.7,2.62,2.62,3.3,2.7,0-1,9.0,2025-05-15 00:55:00,4,32,0.5053593179049939,0
1720180,Euro,2025-05-15,1900-01-01 04:35:00,Dinamarca,Portugal,1,1,2,2.7,2.62,2.7,2.62,2.62,3.4,2.7,1-1,8.0,2025-05-15 00:55:00,4,35,0.505404975757094,1
1720187,Euro,2025-05-15,1900-01-01 04:38:00,Ucrânia,Áustria,0,0,0,2.7,2.62,2.7,2.62,2.62,3.4,2.7,0-0,8.0,2025-05-15 00:55:00,4,38,0.505404975757094,1
1720194,Euro,2025-05-15,1900-01-01 04:41:00,Romênia,Suíça,0,0,0,2.62,2.6,2.62,2.6,2.6,3.5,2.62,0-0,6.5,2025-05-15 00:55:00,4,41,0.5013954230125189,1
1720201,Euro,2025-05-15,1900-01-01 04:44:00,Ucrânia,Dinamarca,1,0,1,2.62,2.7,2.62,2.7,2.7,3.3,2.62,1-0,8.5,2025-05-15 00:55:00,4,44,0.494640682095006,2
1720208,Euro,2025-05-15,1900-01-01 04:47:00,Eslováquia,Albânia,0,2,2,2.75,2.7,2.75,2.7,2.7,3.2,2.75,0-2,10.0,2025-05-15 00:55:00,4,47,0.5032173738186205,0
1720215,Euro,2025-05-15,1900-01-01 04:50:00,Ucrânia,Croácia,0,0,0,2.6,2.7,2.6,2.7,2.7,3.4,2.6,0-0,7.5,2025-05-15 00:55:00,4,50,0.4932108626198083,1
1720222,Euro,2025-05-15,1900-01-01 04:53:00,Albânia,Países Baixos,2,1,3,2.7,2.62,2.62,2.7,2.7,3.3,2.62,2-1,8.5,2025-05-15 00:55:00,4,53,0.494640682095006,2
1719963,Euro,2025-05-15,1900-01-01 03:02:00,Portugal,Eslovênia,1,1,2,3.6,2.15,3.6,2.15,2.15,3.3,3.6,1-1,9.0,2025-05-15 00:55:00,3,2,0.5895564289724874,1
1719970,Euro,2025-05-15,1900-01-01 03:05:00,Escócia,Ucrânia,0,2,2,3.0,2.37,3.0,2.37,2.37,3.4,3.0,0-2,7.5,2025-05-15 00:55:00,3,5,0.5422185430463576,0
1719977,Euro,2025-05-15,1900-01-01 03:08:00,Bélgica,Turquia,0,4,4,2.35,3.1,2.35,3.1,2.35,3.4,3.1,0-4,8.0,2025-05-15 00:55:00,3,8,0.5493898895990703,0
1719984,Euro,2025-05-15,1900-01-01 03:11:00,Geórgia,Países Baixos,1,2,3,3.0,2.35,2.35,3.0,3.0,3.5,2.35,1-2,7.0,2025-05-15 00:55:00,3,11,0.4558680892337536,0
1719990,Euro,2025-05-15,1900-01-01 03:14:00,Hungria,França,0,1,1,2.35,3.0,2.35,3.0,3.0,3.5,2.35,0-1,7.0,2025-05-15 00:55:00,3,14,0.4558680892337536,0
1719998,Euro,2025-05-15,1900-01-01 03:17:00,Países Baixos,Sérvia,1,0,1,3.0,2.4,3.0,2.4,2.4,3.4,3.0,1-0,7.5,2025-05-15 00:55:00,3,17,0.5399061032863849,2
1720005,Euro,2025-05-15,1900-01-01 03:20:00,Turquia,Eslovênia,0,3,3,2.35,3.25,3.25,2.35,2.35,3.1,3.25,0-3,11.0,2025-05-15 00:55:00,3,20,0.5558055805580557,0
1720012,Euro,2025-05-15,1900-01-01 03:23:00,Sérvia,Inglaterra,1,2,3,2.9,2.45,2.45,2.9,2.9,3.4,2.45,1-2,7.5,2025-05-15 00:55:00,3,23,0.4697568689464321,0
1720019,Euro,2025-05-15,1900-01-01 03:26:00,Suíça,Alemanha,2,1,3,2.75,2.45,2.45,2.75,2.75,3.5,2.45,2-1,6.5,2025-05-15 00:55:00,3,26,0.4789473684210527,2
1720026,Euro,2025-05-15,1900-01-01 03:29:00,Eslovênia,Espanha,1,0,1,2.45,2.9,2.45,2.9,2.9,3.3,2.45,1-0,8.5,2025-05-15 00:55:00,3,29,0.4700121163166397,2
1720033,Euro,2025-05-15,1900-01-01 03:32:00,Portugal,Turquia,2,0,2,3.25,2.25,3.25,2.25,2.25,3.4,3.25,2-0,8.5,2025-05-15 00:55:00,3,32,0.5653531955790485,2
1720040,Euro,2025-05-15,1900-01-01 03:35:00,Geórgia,Romênia,1,2,3,2.7,2.6,2.6,2.7,2.7,3.4,2.6,1-2,7.5,2025-05-15 00:55:00,3,35,0.4932108626198083,0
1720045,Euro,2025-05-15,1900-01-01 03:38:00,Escócia,Eslováquia,0,2,2,3.2,2.25,3.2,2.25,2.25,3.5,3.2,0-2,7.5,2025-05-15 00:55:00,3,38,0.5632730732635584,0
1720054,Euro,2025-05-15,1900-01-01 03:41:00,Espanha,Polônia,1,1,2,3.4,2.15,3.4,2.15,2.15,3.5,3.4,1-1,7.5,2025-05-15 00:55:00,3,41,0.5818215821956236,1
1720061,Euro,2025-05-15,1900-01-01 03:44:00,Hungria,Portugal,0,2,2,2.5,2.8,2.5,2.8,2.8,3.4,2.5,0-2,8.0,2025-05-15 00:55:00,3,44,0.4796163069544364,0
1720068,Euro,2025-05-15,1900-01-01 03:47:00,Polônia,Sérvia,1,2,3,2.7,2.75,2.75,2.7,2.7,3.2,2.75,1-2,10.0,2025-05-15 00:55:00,3,47,0.5032173738186205,0
1720075,Euro,2025-05-15,1900-01-01 03:50:00,Portugal,França,3,2,5,2.6,2.62,2.6,2.62,2.6,3.5,2.62,3-2,6.5,2025-05-15 00:55:00,3,50,0.5013954230125189,2
1720082,Euro,2025-05-15,1900-01-01 03:53:00,Hungria,Eslováquia,1,1,2,3.25,2.25,3.25,2.25,2.25,3.4,3.25,1-1,8.5,2025-05-15 00:55:00,3,53,0.5653531955790485,1
1720089,Euro,2025-05-15,1900-01-01 03:56:00,Ucrânia,Itália,2,2,4,2.8,2.5,2.8,2.5,2.8,3.4,2.5,2-2,8.0,2025-05-15 00:55:00,3,56,0.4796163069544364,1
1720096,Euro,2025-05-15,1900-01-01 03:59:00,Turquia,República Tcheca,1,0,1,3.1,2.4,3.1,2.4,2.4,3.2,3.1,1-0,10.0,2025-05-15 00:55:00,3,59,0.5447284345047924,2
1719823,Euro,2025-05-15,1900-01-01 02:02:00,República Tcheca,Eslovênia,4,1,5,2.45,3.2,2.45,3.2,2.45,3.1,3.2,4-1,11.0,2025-05-15 00:55:00,2,2,0.545848944981266,2
1719830,Euro,2025-05-15,1900-01-01 02:05:00,Bélgica,Croácia,2,0,2,2.9,2.37,2.9,2.37,2.37,3.5,2.9,2-0,7.0,2025-05-15 00:55:00,2,5,0.5366340153250652,2
1719837,Euro,2025-05-15,1900-01-01 02:08:00,Dinamarca,Inglaterra,1,1,2,2.5,2.8,2.5,2.8,2.8,3.5,2.5,1-1,7.5,2025-05-15 00:55:00,2,8,0.4794520547945206,1
1719844,Euro,2025-05-15,1900-01-01 02:11:00,Suíça,Áustria,1,3,4,2.45,2.8,2.45,2.8,2.45,3.5,2.8,1-3,7.5,2025-05-15 00:55:00,2,11,0.5242718446601942,0
1719851,Euro,2025-05-15,1900-01-01 02:14:00,Países Baixos,Croácia,2,0,2,2.8,2.45,2.8,2.45,2.45,3.5,2.8,2-0,6.5,2025-05-15 00:55:00,2,14,0.5242718446601942,2
1719858,Euro,2025-05-15,1900-01-01 02:17:00,Turquia,França,1,1,2,2.45,2.9,2.45,2.9,2.9,3.4,2.45,1-1,7.5,2025-05-15 00:55:00,2,17,0.4697568689464321,1
1719865,Euro,2025-05-15,1900-01-01 02:20:00,Espanha,Geórgia,2,0,2,3.8,1.95,3.8,1.95,1.95,3.6,3.8,2-0,7.5,2025-05-15 00:55:00,2,20,0.6184631803628603,2
1719873,Euro,2025-05-15,1900-01-01 02:23:00,Escócia,República Tcheca,1,0,1,2.9,2.5,2.9,2.5,2.5,3.3,2.9,1-0,9.0,2025-05-15 00:55:00,2,23,0.5263262863980853,2
1719879,Euro,2025-05-15,1900-01-01 02:26:00,França,Turquia,1,1,2,3.4,2.15,3.4,2.15,2.15,3.5,3.4,1-1,8.0,2025-05-15 00:55:00,2,26,0.5818215821956236,1
1719885,Euro,2025-05-15,1900-01-01 02:29:00,Inglaterra,Croácia,2,1,3,2.2,3.2,3.2,2.2,2.2,3.6,3.2,2-1,7.0,2025-05-15 00:55:00,2,29,0.56797583081571,2
1719894,Euro,2025-05-15,1900-01-01 02:32:00,Geórgia,Polônia,2,0,2,2.62,2.75,2.62,2.75,2.75,3.25,2.62,2-0,9.0,2025-05-15 00:55:00,2,32,0.4914326269897597,2
1719900,Euro,2025-05-15,1900-01-01 02:35:00,Áustria,Romênia,1,1,2,3.1,2.3,3.1,2.3,2.3,3.5,3.1,1-1,7.5,2025-05-15 00:55:00,2,35,0.5537840952746832,1
1719907,Euro,2025-05-15,1900-01-01 02:38:00,Ucrânia,Eslovênia,1,0,1,3.0,2.5,3.0,2.5,2.5,3.2,3.0,1-0,10.0,2025-05-15 00:55:00,2,38,0.5318725099601593,2
1719914,Euro,2025-05-15,1900-01-01 02:41:00,Inglaterra,Espanha,0,4,4,2.3,2.9,2.3,2.9,2.3,3.6,2.9,0-4,6.0,2025-05-15 00:55:00,2,41,0.5425364316660103,0
1719921,Euro,2025-05-15,1900-01-01 02:44:00,Eslováquia,Portugal,1,1,2,2.3,3.1,2.3,3.1,3.1,3.4,2.3,1-1,7.5,2025-05-15 00:55:00,2,44,0.4466457434287955,1
1719928,Euro,2025-05-15,1900-01-01 02:47:00,Croácia,Itália,1,3,4,2.55,2.75,2.55,2.75,2.55,3.4,2.75,1-3,7.5,2025-05-15 00:55:00,2,47,0.5135823429541597,0
1719935,Euro,2025-05-15,1900-01-01 02:50:00,Sérvia,Escócia,0,0,0,3.0,2.37,3.0,2.37,2.37,3.3,3.0,0-0,8.5,2025-05-15 00:55:00,2,50,0.5418629938383472,1
1719942,Euro,2025-05-15,1900-01-01 02:53:00,França,Albânia,0,0,0,3.8,2.02,3.8,2.02,2.02,3.4,3.8,0-0,8.5,2025-05-15 00:55:00,2,53,0.6101806000582581,1
1719948,Euro,2025-05-15,1900-01-01 02:56:00,Escócia,Hungria,1,3,4,2.45,2.87,2.45,2.87,2.45,3.4,2.87,1-3,8.0,2025-05-15 00:55:00,2,56,0.5284241326459523,0
1719956,Euro,2025-05-15,1900-01-01 02:59:00,República Tcheca,Suíça,1,0,1,2.8,2.55,2.8,2.55,2.55,3.3,2.8,1-0,8.5,2025-05-15 00:55:00,2,59,0.5166364186327888,2
1719683,Euro,2025-05-15,1900-01-01 01:02:00,Sérvia,Romênia,2,2,4,2.3,3.1,2.3,3.1,2.3,3.4,3.1,2-2,8.0,2025-05-15 00:55:00,1,2,0.5533542565712045,1
1719690,Euro,2025-05-15,1900-01-01 01:05:00,Eslováquia,Espanha,0,2,2,2.25,3.1,2.25,3.1,3.1,3.5,2.25,0-2,7.0,2025-05-15 00:55:00,1,5,0.4421206225680933,0
1719696,Euro,2025-05-15,1900-01-01 01:08:00,Áustria,Alemanha,2,1,3,2.8,2.5,2.5,2.8,2.8,3.5,2.5,2-1,7.5,2025-05-15 00:55:00,1,8,0.4794520547945206,2
1719703,Euro,2025-05-15,1900-01-01 01:11:00,Polônia,Turquia,2,1,3,2.7,2.75,2.75,2.7,2.7,3.2,2.75,2-1,10.0,2025-05-15 00:55:00,1,11,0.5032173738186205,2
1719711,Euro,2025-05-15,1900-01-01 01:14:00,Itália,Países Baixos,1,0,1,2.9,2.37,2.9,2.37,2.37,3.5,2.9,1-0,7.0,2025-05-15 00:55:00,1,14,0.5366340153250652,2
1719718,Euro,2025-05-15,1900-01-01 01:17:00,Polônia,República Tcheca,1,1,2,2.87,2.6,2.87,2.6,2.6,3.2,2.87,1-1,10.0,2025-05-15 00:55:00,1,17,0.5173035328046143,1
1719725,Euro,2025-05-15,1900-01-01 01:20:00,Bélgica,Alemanha,0,3,3,2.6,2.62,2.62,2.6,2.6,3.5,2.62,0-3,6.5,2025-05-15 00:55:00,1,20,0.5013954230125189,0
1719732,Euro,2025-05-15,1900-01-01 01:23:00,Albânia,Itália,3,0,3,2.87,2.6,2.6,2.87,2.87,3.2,2.6,3-0,10.0,2025-05-15 00:55:00,1,23,0.4826964671953857,2
1719739,Euro,2025-05-15,1900-01-01 01:26:00,Eslováquia,Suíça,0,1,1,2.5,2.75,2.5,2.75,2.75,3.5,2.5,0-1,7.0,2025-05-15 00:55:00,1,26,0.4826732673267327,0
1719745,Euro,2025-05-15,1900-01-01 01:29:00,República Tcheca,Portugal,0,3,3,2.8,2.55,2.55,2.8,2.8,3.3,2.55,0-3,8.5,2025-05-15 00:55:00,1,29,0.4833635813672111,0
1719752,Euro,2025-05-15,1900-01-01 01:32:00,Geórgia,Alemanha,0,1,1,2.15,3.3,2.15,3.3,3.3,3.5,2.15,0-1,7.5,2025-05-15 00:55:00,1,32,0.423098968284295,0
1719760,Euro,2025-05-15,1900-01-01 01:35:00,Bélgica,Ucrânia,0,1,1,3.3,2.2,3.3,2.2,2.2,3.5,3.3,0-1,7.5,2025-05-15 00:55:00,1,35,0.5726141078838175,0
1719768,Euro,2025-05-15,1900-01-01 01:38:00,Suíça,Escócia,2,1,3,2.37,2.9,2.9,2.37,2.37,3.5,2.9,2-1,7.0,2025-05-15 00:55:00,1,38,0.5366340153250652,2
1719774,Euro,2025-05-15,1900-01-01 01:41:00,Sérvia,Espanha,0,3,3,2.7,2.6,2.6,2.7,2.7,3.4,2.6,0-3,7.5,2025-05-15 00:55:00,1,41,0.4932108626198083,0
1719780,Euro,2025-05-15,1900-01-01 01:44:00,França,República Tcheca,3,0,3,2.07,3.6,3.6,2.07,2.07,3.4,3.6,3-0,8.0,2025-05-15 00:55:00,1,44,0.5973063973063973,2
1719788,Euro,2025-05-15,1900-01-01 01:47:00,Ucrânia,Eslováquia,0,1,1,3.1,2.3,3.1,2.3,2.3,3.4,3.1,0-1,8.0,2025-05-15 00:55:00,1,47,0.5533542565712045,0
1719796,Euro,2025-05-15,1900-01-01 01:50:00,França,Alemanha,1,0,1,2.87,2.37,2.87,2.37,2.37,3.6,2.87,1-0,6.5,2025-05-15 00:55:00,1,50,0.5350659824903861,2
1719802,Euro,2025-05-15,1900-01-01 01:53:00,Romênia,Sérvia,4,0,4,2.62,2.7,2.62,2.7,2.62,3.4,2.7,4-0,8.0,2025-05-15 00:55:00,1,53,0.505404975757094,2
1719809,Euro,2025-05-15,1900-01-01 01:56:00,Geórgia,Albânia,1,0,1,2.7,2.75,2.7,2.75,2.75,3.2,2.7,1-0,10.0,2025-05-15 00:55:00,1,56,0.4967826261813794,2
1719816,Euro,2025-05-15,1900-01-01 01:59:00,Croácia,Romênia,2,3,5,2.25,3.1,2.25,3.1,2.25,3.5,3.1,2-3,7.0,2025-05-15 00:55:00,1,59,0.5578793774319065,0
1719544,Euro,2025-05-15,1900-01-01 00:02:00,Bélgica,Albânia,0,0,0,3.4,2.2,3.4,2.2,2.2,3.3,3.4,0-0,9.0,2025-05-15 00:55:00,0,2,0.576271186440678,1
1719551,Euro,2025-05-15,1900-01-01 00:05:00,Polônia,Portugal,0,2,2,2.45,2.9,2.45,2.9,2.9,3.3,2.45,0-2,8.5,2025-05-15 00:55:00,0,5,0.4700121163166397,0
1719565,Euro,2025-05-15,1900-01-01 00:11:00,França,Portugal,1,3,4,2.3,3.0,2.3,3.0,2.3,3.5,3.0,1-3,7.0,2025-05-15 00:55:00,0,11,0.5481335952848724,0
1719571,Euro,2025-05-15,1900-01-01 00:14:00,República Tcheca,Sérvia,1,0,1,2.87,2.6,2.87,2.6,2.6,3.2,2.87,1-0,10.0,2025-05-15 00:55:00,0,14,0.5173035328046143,2
1719577,Euro,2025-05-15,1900-01-01 00:17:00,Hungria,Albânia,1,0,1,3.1,2.4,3.1,2.4,2.4,3.2,3.1,1-0,10.0,2025-05-15 00:55:00,0,17,0.5447284345047924,2
1719584,Euro,2025-05-15,1900-01-01 00:20:00,Suíça,República Tcheca,0,2,2,3.0,2.4,3.0,2.4,2.4,3.3,3.0,0-2,8.5,2025-05-15 00:55:00,0,20,0.5395683453237411,0
1719592,Euro,2025-05-15,1900-01-01 00:23:00,Eslovênia,França,0,3,3,3.1,2.3,2.3,3.1,3.1,3.4,2.3,0-3,8.5,2025-05-15 00:55:00,0,23,0.4466457434287955,0
1719599,Euro,2025-05-15,1900-01-01 00:26:00,Suíça,Espanha,0,1,1,2.55,2.7,2.55,2.7,2.7,3.6,2.55,0-1,6.5,2025-05-15 00:55:00,0,26,0.4895287958115183,0
1719605,Euro,2025-05-15,1900-01-01 00:29:00,Romênia,Albânia,1,1,2,2.9,2.5,2.9,2.5,2.5,3.3,2.9,1-1,9.0,2025-05-15 00:55:00,0,29,0.5263262863980853,1
1719612,Euro,2025-05-15,1900-01-01 00:32:00,Croácia,Turquia,0,1,1,3.0,2.4,3.0,2.4,2.4,3.3,3.0,0-1,8.5,2025-05-15 00:55:00,0,32,0.5395683453237411,0
1719620,Euro,2025-05-15,1900-01-01 00:35:00,Itália,Bélgica,1,1,2,2.8,2.45,2.8,2.45,2.45,3.5,2.8,1-1,7.5,2025-05-15 00:55:00,0,35,0.5242718446601942,1
1719627,Euro,2025-05-15,1900-01-01 00:38:00,Inglaterra,Suíça,0,1,1,3.3,2.1,3.3,2.1,2.1,3.6,3.3,0-1,6.5,2025-05-15 00:55:00,0,38,0.5819112627986349,0
1719634,Euro,2025-05-15,1900-01-01 00:41:00,Romênia,Países Baixos,2,2,4,2.62,2.55,2.62,2.55,2.62,3.6,2.55,2-2,6.5,2025-05-15 00:55:00,0,41,0.4950183845332699,1
1719641,Euro,2025-05-15,1900-01-01 00:44:00,Polônia,Geórgia,2,1,3,2.25,3.3,3.3,2.25,2.25,3.3,3.3,2-1,9.0,2025-05-15 00:55:00,0,44,0.5673076923076923,2
1719646,Euro,2025-05-15,1900-01-01 00:47:00,República Tcheca,Romênia,2,2,4,2.37,3.0,2.37,3.0,2.37,3.4,3.0,2-2,8.5,2025-05-15 00:55:00,0,47,0.5422185430463576,1
1719655,Euro,2025-05-15,1900-01-01 00:50:00,Bélgica,Áustria,2,3,5,2.3,3.0,2.3,3.0,2.3,3.5,3.0,2-3,7.5,2025-05-15 00:55:00,0,50,0.5481335952848724,0
1719662,Euro,2025-05-15,1900-01-01 00:53:00,República Tcheca,Polônia,1,1,2,3.1,2.4,3.1,2.4,2.4,3.2,3.1,1-1,10.0,2025-05-15 00:55:00,0,53,0.5447284345047924,1
1719669,Euro,2025-05-15,1900-01-01 00:56:00,Eslováquia,Dinamarca,1,1,2,2.45,2.9,2.45,2.9,2.9,3.3,2.45,1-1,8.5,2025-05-15 00:55:00,0,56,0.4700121163166397,1
1719675,Euro,2025-05-15,1900-01-01 00:59:00,Inglaterra,Ucrânia,1,1,2,3.6,2.02,3.6,2.02,2.02,3.6,3.6,1-1,7.0,2025-05-15 00:55:00,0,59,0.6034031413612565,1
1719406,Euro,2025-05-15,1900-01-01 23:02:00,Áustria,República Tcheca,0,0,0,3.1,2.4,3.1,2.4,2.4,3.25,3.1,0-0,9.0,2025-05-15 00:55:00,23,2,0.5449338336954375,1
1719413,Euro,2025-05-15,1900-01-01 23:05:00,Alemanha,Países Baixos,0,0,0,3.1,2.25,3.1,2.25,2.25,3.6,3.1,0-0,6.5,2025-05-15 00:55:00,23,5,0.5583190394511148,1
1719420,Euro,2025-05-15,1900-01-01 23:08:00,Ucrânia,Portugal,0,1,1,2.45,2.9,2.45,2.9,2.9,3.4,2.45,0-1,7.5,2025-05-15 00:55:00,23,8,0.4697568689464321,0
1719427,Euro,2025-05-15,1900-01-01 23:11:00,França,Sérvia,1,0,1,3.4,2.15,3.4,2.15,2.15,3.5,3.4,1-0,8.0,2025-05-15 00:55:00,23,11,0.5818215821956236,2
1719433,Euro,2025-05-15,1900-01-01 23:14:00,Espanha,Romênia,2,0,2,3.3,2.1,3.3,2.1,2.1,3.6,3.3,2-0,6.5,2025-05-15 00:55:00,23,14,0.5819112627986349,2
1719441,Euro,2025-05-15,1900-01-01 23:17:00,Geórgia,Sérvia,4,2,6,2.9,2.5,2.9,2.5,2.9,3.25,2.5,4-2,9.0,2025-05-15 00:55:00,23,17,0.4737903225806452,2
1719447,Euro,2025-05-15,1900-01-01 23:20:00,Ucrânia,Hungria,0,1,1,2.8,2.55,2.8,2.55,2.55,3.3,2.8,0-1,8.5,2025-05-15 00:55:00,23,20,0.5166364186327888,0
1719455,Euro,2025-05-15,1900-01-01 23:23:00,Bélgica,Suíça,1,0,1,3.0,2.3,3.0,2.3,2.3,3.6,3.0,1-0,6.5,2025-05-15 00:55:00,23,23,0.548498845265589,2
1719462,Euro,2025-05-15,1900-01-01 23:26:00,Romênia,República Tcheca,0,2,2,2.8,2.55,2.8,2.55,2.55,3.3,2.8,0-2,8.5,2025-05-15 00:55:00,23,26,0.5166364186327888,0
1719469,Euro,2025-05-15,1900-01-01 23:29:00,Dinamarca,Eslovênia,1,0,1,3.4,2.3,3.4,2.3,2.3,3.2,3.4,1-0,10.0,2025-05-15 00:55:00,23,29,0.5675364543361474,2
1719476,Euro,2025-05-15,1900-01-01 23:32:00,Turquia,Áustria,0,0,0,2.9,2.45,2.9,2.45,2.45,3.3,2.9,0-0,9.0,2025-05-15 00:55:00,23,32,0.5299878836833603,1
1719483,Euro,2025-05-15,1900-01-01 23:35:00,Espanha,Eslováquia,2,1,3,2.0,3.6,3.6,2.0,2.0,3.6,3.6,2-1,7.0,2025-05-15 00:55:00,23,35,0.6052631578947368,2
1719490,Euro,2025-05-15,1900-01-01 23:38:00,Inglaterra,Romênia,0,1,1,3.6,2.0,3.6,2.0,2.0,3.6,3.6,0-1,6.5,2025-05-15 00:55:00,23,38,0.6052631578947368,0
1719496,Euro,2025-05-15,1900-01-01 23:41:00,Países Baixos,República Tcheca,1,1,2,3.1,2.35,3.1,2.35,2.35,3.4,3.1,1-1,8.0,2025-05-15 00:55:00,23,41,0.5493898895990703,1
1719503,Euro,2025-05-15,1900-01-01 23:44:00,Bélgica,Eslováquia,3,1,4,2.05,3.6,2.05,3.6,2.05,3.5,3.6,3-1,7.5,2025-05-15 00:55:00,23,44,0.5998895231080832,2
1719511,Euro,2025-05-15,1900-01-01 23:47:00,Dinamarca,Países Baixos,1,2,3,2.45,2.87,2.87,2.45,2.45,3.5,2.87,1-2,7.5,2025-05-15 00:55:00,23,47,0.5286532951289398,0
1719517,Euro,2025-05-15,1900-01-01 23:50:00,Geórgia,Ucrânia,1,1,2,2.62,2.7,2.62,2.7,2.7,3.3,2.62,1-1,8.5,2025-05-15 00:55:00,23,50,0.494640682095006,1
1719525,Euro,2025-05-15,1900-01-01 23:53:00,Croácia,República Tcheca,3,2,5,2.35,3.1,2.35,3.1,2.35,3.3,3.1,3-2,9.0,2025-05-15 00:55:00,23,53,0.5489711119905025,2
1719532,Euro,2025-05-15,1900-01-01 23:56:00,Hungria,Eslovênia,0,1,1,3.1,2.4,3.1,2.4,2.4,3.2,3.1,0-1,10.0,2025-05-15 00:55:00,23,56,0.5447284345047924,0
1719266,Euro,2025-05-15,1900-01-01 22:02:00,Espanha,Ucrânia,1,2,3,2.1,3.4,3.4,2.1,2.1,3.6,3.4,1-2,7.0,2025-05-15 00:55:00,22,2,0.5868596881959911,0
1719273,Euro,2025-05-15,1900-01-01 22:05:00,Hungria,Países Baixos,1,1,2,2.7,2.6,2.7,2.6,2.6,3.5,2.7,1-1,7.0,2025-05-15 00:55:00,22,5,0.5068439577630035,1
1719280,Euro,2025-05-15,1900-01-01 22:08:00,República Tcheca,Dinamarca,0,2,2,2.75,2.7,2.75,2.7,2.7,3.2,2.75,0-2,10.0,2025-05-15 00:55:00,22,8,0.5032173738186205,0
1719286,Euro,2025-05-15,1900-01-01 22:11:00,Itália,Portugal,0,0,0,2.75,2.55,2.75,2.55,2.55,3.4,2.75,0-0,7.5,2025-05-15 00:55:00,22,11,0.5135823429541597,1
1719294,Euro,2025-05-15,1900-01-01 22:14:00,Alemanha,Eslováquia,1,2,3,1.95,3.8,3.8,1.95,1.95,3.6,3.8,1-2,7.5,2025-05-15 00:55:00,22,14,0.6184631803628603,0
1719300,Euro,2025-05-15,1900-01-01 22:17:00,Espanha,Sérvia,2,1,3,2.25,3.2,3.2,2.25,2.25,3.4,3.2,2-1,7.5,2025-05-15 00:55:00,22,17,0.5627671978235522,2
1719308,Euro,2025-05-15,1900-01-01 22:20:00,Inglaterra,Países Baixos,1,3,4,2.15,3.2,2.15,3.2,2.15,3.6,3.2,1-3,6.0,2025-05-15 00:55:00,22,20,0.5723029839326702,0
1719315,Euro,2025-05-15,1900-01-01 22:23:00,Albânia,Suíça,2,1,3,2.62,2.75,2.75,2.62,2.62,3.3,2.75,2-1,8.5,2025-05-15 00:55:00,22,23,0.5086054721977052,2
1719322,Euro,2025-05-15,1900-01-01 22:26:00,Hungria,Escócia,1,3,4,2.45,2.9,2.45,2.9,2.45,3.4,2.9,1-3,8.0,2025-05-15 00:55:00,22,26,0.5302431310535678,0
